group_id,group_size,merge_key,FullAddress,inputGranularity,validationGranularity,geocodeGranularity,addressComplete,hasUnconfirmedComponents,hasInferredComponents,possibleNextAction,hasReplacedComponents,hasInferredComponents_detail,hasReplacedComponents_detail,confirmedComponents_detail,unconfirmedComponents_detail,fixed_formattedAddress,fixed_postalAddress_lines,fixed_postalAddress_locality,fixed_postalAddress_adminArea,fixed_postalAddress_postalCode,fixed_postalAddress_regionCode,placeId,lat,lng,http_status,invalid_reason,source_file
88289,303,S PALM DR BEVERLY HILLS 90212,120 S Palm Dr Beverly Hills 90212,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:3542,,,,"120 South Palm Drive, Beverly Hills, CA 90212-3542, USA",120 S Palm Dr,Beverly Hills,CA,90212-3542,US,ChIJyfnFcla5woARVRNzUckMUvg,34.0663099,-118.3915132,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88303,305,SEVILLE AVE HUNTINGTON PARK 90255,5930 Seville Ave Huntington Park 90255,PREMISE,PREMISE,PREMISE_PROXIMITY,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:2937,,,,"5930 Seville Avenue, Huntington Park, CA 90255-2937, USA",5930 Seville Ave,Huntington Park,CA,90255-2937,US,ChIJp8N83CbJwoARcOEAdS6Uczw,33.9883252,-118.2222349,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88327,308,W SANTA CRUZ ST SAN PEDRO 90731,964 W Santa Cruz St San Pedro 90731,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:1958,,,,"964 West Santa Cruz Street, San Pedro, CA 90731-1958, USA",964 W Santa Cruz St,San Pedro,CA,90731-1958,US,ChIJj1V1aSA23YARlA98-lYOGMc,33.7448829,-118.2981564,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88343,311,W 10TH ST SAN PEDRO 90731,822 W 10Th St San Pedro 90731,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:4048,,,,"822 West 10th Street, San Pedro, CA 90731-4048, USA",822 W 10th St,San Pedro,CA,90731-4048,US,ChIJo2v06Sg23YARYhmGSppHEz4,33.735441,-118.295148,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88344,311,W 5TH ST LONG BEACH 90802,100 W 5th St Long Beach 90802,PREMISE,PREMISE,SUB_PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:2356,,,,"100 West 5th Street, Long Beach, CA 90802-2356, USA",100 W 5th St,Long Beach,CA,90802-2356,US,ChIJZXR39Ucx3YARalDcfijK11w,33.7727401,-118.1928863,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88345,312,BAY SHORE AVE LONG BEACH 90803,201 Bay Shore Ave Long Beach 90803,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:3582,,,,"201 Bay Shore Avenue, Long Beach, CA 90803-3582, USA",201 Bay Shore Ave,Long Beach,CA,90803-3582,US,ChIJnaf1NDcw3YARm4bsKwsI5HM,33.7589167,-118.130059,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88346,312,W 1ST ST SAN PEDRO 90731,1000 W 1St St San Pedro 90731,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:9611,,,,"1000 West 1st Street, San Pedro, CA 90731-9611, USA",1000 W 1st St,San Pedro,CA,90731-9611,US,ChIJTeiDgCA23YARHNDHb6uy414,33.7437369,-118.2991408,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88350,313,N BEACHWOOD DR LOS ANGELES 90068,1909 N Beachwood Dr Los Angeles 90068,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:4092,,,,"1909 Beachwood Drive, Los Angeles, CA 90068-4092, USA",1909 Beachwood Dr,Los Angeles,CA,90068-4092,US,ChIJT-TWvkC_woARfd44JJiSAa0,34.1058023,-118.3215388,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88362,315,SAN ANSELINE AVE LONG BEACH 90815,2125 San Anseline Ave Long Beach 90815,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:3152,,,,"2125 San Anseline Avenue, Long Beach, CA 90815-3152, USA",2125 San Anseline Ave,Long Beach,CA,90815-3152,US,ChIJOaJSQ-Yx3YARFaa30Dp1llc,33.7938479,-118.1218109,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88368,316,S DETROIT ST LOS ANGELES 90036,750 S Detroit St Los Angeles 90036,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:4221,,,,"750 South Detroit Street, Los Angeles, CA 90036-4221, USA",750 S Detroit St,Los Angeles,CA,90036-4221,US,ChIJs3LnMeC4woARFEOJJfaRXxg,34.0608341,-118.3454415,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88373,316,W RIVERSIDE DR SHERMAN OAKS 91423,14332 W Riverside Dr Sherman Oaks 91423,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:1764,,,,"14332 West Riverside Drive, Sherman Oaks, CA 91423-1764, USA",14332 W Riverside Dr,Sherman Oaks,CA,91423-1764,US,ChIJvdNi2MuXwoARzDGKjmpXCpY,34.1572705,-118.4454401,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88409,322,W HOLLYWOOD BLVD LOS ANGELES 90027,4673 W Hollywood Blvd Los Angeles 90027,PREMISE,PREMISE,SUB_PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:5414,,,,"4673 West Hollywood Boulevard, Los Angeles, CA 90027-5414, USA",4673 W Hollywood Blvd,Los Angeles,CA,90027-5414,US,ChIJfXwBNqzAwoARi9SLaPR2WDw,34.1009457,-118.291053,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
